track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,cluster
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,2969,10,31,125.0,A#,Minor,77.0,74.0,78.0,4.0,0.0,23.0,11.0,2017-01-31,1
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,6,9,26,1,66,124.0,D#,Minor,84.0,65.0,50.0,67.0,0.0,13.0,6.0,2023-05-19,1
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641,5,2,30,2,66,133.0,B,Minor,93.0,68.0,65.0,42.0,0.0,12.0,25.0,2023-06-01,1
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,3889,5,0,112.0,G,Major,92.0,67.0,66.0,0.0,0.0,36.0,9.0,2002-01-01,0
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388,17,29,26,3,208,97.0,Unknown,Major,79.0,92.0,89.0,5.0,0.0,6.0,5.0,2023-07-13,0
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90.0,F,Minor,59.0,52.0,48.0,38.0,5.0,10.0,11.0,2016-11-24,1
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,99,13,28,80.0,D#,Minor,65.0,27.0,69.0,8.0,0.0,53.0,4.0,2022-05-06,1
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,5239,0,558,172.0,A,Major,45.0,33.0,59.0,6.0,0.0,8.0,3.0,2004-01-01,0
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,195,120.0,E,Major,60.0,24.0,35.0,73.0,0.0,31.0,3.0,2019-05-10,0
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,7,71,4,2,13,140.0,G,Minor,74.0,96.0,80.0,18.0,0.0,5.0,5.0,2023-01-27,1
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544,7,76,3,1,93,128.0,A,Minor,81.0,90.0,77.0,1.0,0.0,9.0,5.0,2023-06-30,1
Bye,Peso Pluma,1,2023,5,26,324,14,95053634,13,110,8,2,60,122.0,Unknown,Major,78.0,70.0,81.0,57.0,0.0,10.0,5.0,2023-05-26,0
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863,119,81,974,1,503,130.0,Unknown,Major,47.0,86.0,92.0,8.0,0.0,5.0,24.0,2010-01-01,0
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,66,3,72,160.0,A,Major,69.0,61.0,71.0,33.0,0.0,31.0,20.0,2023-02-02,0
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,0,144.0,F,Major,73.0,87.0,70.0,6.0,0.0,28.0,5.0,2012-12-05,0
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,4,14,12,5,56,192.0,B,Major,50.0,85.0,52.0,11.0,0.0,28.0,6.0,2023-04-04,0
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,58,1,34,163.0,Unknown,Major,54.0,40.0,67.0,0.0,0.0,9.0,17.0,2022-06-17,0
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,3394,11,153,122.0,C#,Minor,66.0,48.0,71.0,6.0,0.0,12.0,4.0,2013-01-01,1
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,0,154.0,D,Major,61.0,41.0,74.0,21.0,0.0,40.0,6.0,2021-03-19,0
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,3,0,0,117.0,A,Minor,73.0,31.0,69.0,6.0,0.0,11.0,4.0,2019-10-04,1
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138.0,G,Minor,78.0,89.0,83.0,10.0,0.0,12.0,5.0,2023-01-23,1
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613,98,95,453,0,454,96.0,Unknown,Major,86.0,74.0,80.0,33.0,0.0,8.0,6.0,2004-07-13,0
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,3631,0,26,104.0,C#,Major,77.0,36.0,63.0,1.0,0.0,36.0,5.0,2016-04-04,0
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164.0,G#,Major,45.0,24.0,62.0,8.0,0.0,16.0,3.0,2010-01-01,0
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118.0,Unknown,Major,68.0,61.0,82.0,2.0,0.0,50.0,3.0,2020-03-20,0
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,285,81.0,B,Minor,68.0,51.0,60.0,3.0,0.0,19.0,10.0,2010-05-25,1
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,211,74,929,0,129,117.0,C#,Major,82.0,73.0,45.0,54.0,0.0,7.0,3.0,1983-01-06,0
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,939,1,162,174.0,D,Major,45.0,10.0,37.0,97.0,25.0,64.0,4.0,2015-02-02,0
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,4607,1,58,128.0,C#,Major,73.0,60.0,77.0,3.0,0.0,11.0,4.0,2011-01-01,0
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319,0,0,806,0,0,145.0,Unknown,Major,60.0,43.0,27.0,94.0,0.0,14.0,4.0,2012-12-05,0
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,885,0,0,150.0,C#,Minor,65.0,51.0,55.0,73.0,0.0,14.0,3.0,2018-05-25,1
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,17,60,28,1,44,90.0,A,Minor,60.0,13.0,53.0,4.0,0.0,21.0,4.0,2023-06-02,1
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,2733,1,26,85.0,F,Major,55.0,42.0,53.0,17.0,0.0,22.0,3.0,2013-01-01,0
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,3425,4,13,180.0,D#,Major,33.0,38.0,71.0,20.0,0.0,28.0,5.0,2012-01-01,0
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775,35,102,8,1,117,166.0,C#,Major,57.0,84.0,94.0,11.0,0.0,37.0,9.0,2023-04-12,0
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160.0,G#,Major,71.0,40.0,50.0,16.0,0.0,16.0,22.0,2016-11-25,0
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,1378,9,20,160.0,G,Major,65.0,95.0,80.0,5.0,0.0,41.0,16.0,2014-01-01,0
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,1089,2,1,92.0,D,Major,70.0,81.0,63.0,4.0,0.0,8.0,4.0,2013-01-01,0
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,226,24,0,170.0,Unknown,Major,56.0,53.0,64.0,11.0,0.0,45.0,6.0,2022-03-19,0
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,6808,7,0,96.0,C#,Minor,83.0,93.0,65.0,58.0,0.0,9.0,8.0,2017-01-06,1
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,60,20,2,0,0,120.0,G#,Major,67.0,40.0,52.0,86.0,0.0,12.0,4.0,2014-11-17,0
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,6,1,30,98.0,Unknown,Major,70.0,37.0,54.0,6.0,0.0,9.0,8.0,2023-01-13,0
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,6807,5,80,92.0,G,Major,53.0,12.0,34.0,1.0,0.0,12.0,4.0,1992-09-21,0
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,263,150.0,A,Major,34.0,24.0,56.0,4.0,0.0,11.0,3.0,2019-10-18,0
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94.0,F,Major,37.0,17.0,47.0,2.0,46.0,11.0,3.0,2017-03-21,0
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,0,0,57,90.0,E,Minor,74.0,36.0,63.0,26.0,0.0,27.0,5.0,2023-05-19,1
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,39,160.0,A,Major,54.0,54.0,55.0,67.0,0.0,42.0,11.0,2016-08-20,0
Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,633,3,37,120.0,Unknown,Major,70.0,59.0,75.0,24.0,0.0,9.0,4.0,2019-08-30,0
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,2946,0,0,109.0,F,Major,63.0,46.0,85.0,1.0,0.0,9.0,5.0,2010-01-01,0
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,4623,1,0,129.0,E,Minor,57.0,41.0,66.0,63.0,0.0,12.0,5.0,2013-09-13,1
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157.0,G,Major,54.0,75.0,60.0,30.0,0.0,7.0,5.0,2022-12-16,0
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,47,90,1,0,7,130.0,F#,Major,63.0,49.0,73.0,5.0,0.0,9.0,3.0,2021-04-09,0
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836,124,133,139,14,166,107.0,F,Minor,65.0,19.0,72.0,10.0,0.0,13.0,25.0,2022-05-06,1
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206,3,33,3,0,1,146.0,B,Minor,50.0,67.0,89.0,0.0,0.0,19.0,8.0,2023-07-07,1
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,19,139.0,A,Minor,48.0,37.0,41.0,32.0,0.0,10.0,10.0,2020-02-10,1
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,71,37,653,0,167,116.0,Unknown,Major,74.0,76.0,70.0,7.0,0.0,13.0,3.0,1968-07-01,0
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,4,3,19,0,0,95.0,F#,Minor,84.0,52.0,77.0,12.0,0.0,7.0,4.0,2010-07-20,1
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,21,8,99,170.0,G#,Minor,62.0,55.0,80.0,15.0,0.0,37.0,7.0,2023-06-08,1
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134.0,F#,Minor,81.0,18.0,64.0,3.0,0.0,10.0,11.0,2022-12-19,1
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,5108,6,0,84.0,F#,Minor,57.0,86.0,90.0,2.0,0.0,9.0,5.0,1984-10-19,1
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,20,1,10,146.0,B,Minor,61.0,20.0,48.0,21.0,0.0,12.0,6.0,2023-06-02,1
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,22,18,15,1,0,74.0,A#,Minor,53.0,24.0,67.0,11.0,0.0,10.0,28.0,2023-05-01,1
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076,37,50,79,11,31,144.0,B,Major,75.0,35.0,48.0,84.0,0.0,10.0,12.0,2023-05-11,0
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136.0,B,Minor,77.0,79.0,73.0,15.0,0.0,27.0,10.0,2022-11-24,1
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,1,0,31,100.0,E,Major,56.0,53.0,55.0,53.0,0.0,12.0,4.0,2023-05-15,0
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,9,101,5,0,73,105.0,F,Minor,89.0,67.0,78.0,9.0,0.0,7.0,33.0,2023-06-02,1
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,15,15,6,0,0,106.0,F,Major,67.0,24.0,78.0,15.0,0.0,30.0,4.0,2023-05-26,0
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,26,132.0,D,Major,85.0,53.0,68.0,40.0,0.0,9.0,4.0,2023-03-30,0
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,18,41,5,0,19,120.0,A,Major,78.0,5.0,30.0,21.0,0.0,13.0,5.0,2023-06-02,0
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155.0,C#,Major,82.0,51.0,39.0,2.0,0.0,9.0,49.0,2023-03-17,0
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,8,60,4,1,109,129.0,G#,Major,70.0,42.0,43.0,78.0,0.0,11.0,3.0,2023-05-13,0
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,2,0,42,135.0,F,Minor,80.0,85.0,74.0,62.0,0.0,8.0,9.0,2022-09-29,1
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,5,6,4,1,33,98.0,A#,Minor,73.0,45.0,62.0,28.0,0.0,13.0,13.0,2023-06-02,1
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,69,124.0,A,Minor,84.0,64.0,39.0,3.0,0.0,11.0,4.0,2023-03-31,1
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,5,17,5,0,0,135.0,A,Minor,77.0,28.0,55.0,18.0,0.0,22.0,15.0,2023-06-02,1
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,3,675,107.0,D,Major,78.0,39.0,53.0,30.0,0.0,11.0,6.0,2023-03-23,0
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,348,96.0,D,Major,54.0,25.0,74.0,14.0,0.0,9.0,11.0,2022-10-12,0
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,8,123.0,G#,Major,71.0,58.0,70.0,30.0,0.0,32.0,19.0,2022-11-30,0
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90.0,G#,Major,62.0,7.0,62.0,6.0,0.0,58.0,6.0,2023-05-26,0
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117.0,F,Minor,72.0,45.0,59.0,14.0,0.0,20.0,21.0,2022-12-02,1
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,8,78,4,1,1,133.0,A,Minor,78.0,90.0,84.0,31.0,0.0,7.0,4.0,2023-04-04,1
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,3,96.0,G#,Minor,74.0,61.0,83.0,11.0,0.0,35.0,6.0,2022-12-02,1
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149.0,G#,Major,66.0,85.0,60.0,40.0,0.0,14.0,13.0,2022-12-01,0
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110.0,F#,Minor,66.0,32.0,40.0,81.0,0.0,11.0,3.0,2023-05-26,1
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,240,105.0,F#,Major,95.0,62.0,52.0,3.0,0.0,5.0,16.0,2022-11-30,0
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105.0,C#,Major,80.0,69.0,78.0,28.0,0.0,11.0,14.0,2023-05-22,0
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,6,0,113,134.0,B,Major,76.0,61.0,58.0,6.0,0.0,16.0,3.0,2023-05-26,0
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,6,170.0,E,Minor,71.0,59.0,56.0,4.0,0.0,27.0,12.0,2022-07-08,1
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,1,20,5,0,1,81.0,F#,Major,59.0,26.0,60.0,46.0,1.0,25.0,13.0,2023-06-02,0
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,7,29,51,1,29,154.0,F#,Major,63.0,75.0,92.0,31.0,0.0,91.0,5.0,2023-03-01,0
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,29,169.0,C#,Major,69.0,69.0,51.0,63.0,0.0,38.0,4.0,2022-06-29,0
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742,215,88,330,26,23,115.0,G,Major,78.0,64.0,69.0,4.0,0.0,7.0,14.0,2022-07-29,0
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779,6,14,8,2,4,84.0,A,Minor,43.0,14.0,74.0,1.0,0.0,19.0,8.0,2023-06-05,1
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,39,14,48,2,3,93.0,G#,Major,79.0,58.0,62.0,11.0,0.0,11.0,23.0,2023-05-18,0
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,29,26,43,5,44,91.0,G,Major,82.0,47.0,62.0,10.0,0.0,10.0,15.0,2023-04-21,0
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,58,70,43,0,182,142.0,A#,Minor,82.0,54.0,44.0,6.0,0.0,33.0,7.0,2023-04-07,1
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066,34,2,33,0,1,126.0,C#,Major,78.0,20.0,70.0,1.0,0.0,16.0,4.0,2023-05-19,0
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,38,10,1,97.0,A#,Major,73.0,10.0,44.0,26.0,0.0,16.0,8.0,2022-10-21,0
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,3,10,3,0,0,101.0,F,Major,92.0,59.0,51.0,41.0,51.0,26.0,8.0,2023-06-02,0
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,43,6,2,98.0,G,Minor,80.0,23.0,48.0,14.0,0.0,6.0,5.0,2022-05-06,1
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328,8,57,76,2,49,154.0,F#,Major,59.0,63.0,89.0,18.0,0.0,80.0,9.0,2023-01-27,0
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,54,120.0,A,Major,91.0,63.0,58.0,52.0,0.0,31.0,22.0,2023-02-14,0
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,0,150.0,B,Major,49.0,4.0,55.0,7.0,0.0,6.0,3.0,2022-10-17,0
Unstoppable,Sia,1,2016,1,21,7681,13,939844851,119,66,1145,2,0,174.0,A,Major,47.0,27.0,78.0,11.0,0.0,10.0,8.0,2016-01-21,0
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,438,202.0,A#,Major,34.0,25.0,51.0,69.0,0.0,18.0,4.0,2021-09-01,0
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,23,153.0,B,Minor,56.0,42.0,52.0,5.0,0.0,36.0,24.0,2022-11-04,1
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,9,142.0,F,Major,60.0,13.0,37.0,58.0,0.0,13.0,3.0,2021-10-14,0
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,30,1,11,108.0,A,Minor,84.0,55.0,47.0,26.0,0.0,20.0,64.0,2023-05-11,1
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653,3,3,6,0,0,143.0,B,Major,83.0,25.0,69.0,4.0,0.0,23.0,12.0,2023-06-02,0
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418,12,57,47,1,33,108.0,D,Major,67.0,55.0,67.0,60.0,0.0,80.0,5.0,2023-02-14,0
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,3271,1,17,104.0,F,Minor,95.0,78.0,66.0,3.0,0.0,4.0,6.0,2000-01-01,1
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,84,93.0,F#,Minor,84.0,96.0,79.0,43.0,0.0,18.0,11.0,2022-12-16,1
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,54,105.0,F#,Minor,65.0,46.0,53.0,16.0,0.0,9.0,5.0,2021-12-10,1
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,31,170.0,G#,Major,44.0,27.0,32.0,89.0,0.0,14.0,5.0,2022-06-10,0
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,11,0,1,178.0,C#,Minor,62.0,56.0,66.0,18.0,0.0,12.0,5.0,2023-05-04,1
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489,37,3,27,0,50,176.0,F#,Minor,50.0,44.0,76.0,10.0,0.0,32.0,5.0,2023-05-05,1
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,9,0,49,104.0,E,Minor,80.0,38.0,88.0,11.0,0.0,11.0,5.0,2023-05-01,1
Haegeum,Agust D,1,2023,4,21,244,12,118810253,6,84,10,2,9,85.0,G,Major,70.0,83.0,84.0,31.0,0.0,47.0,30.0,2023-04-21,0
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,17,7,41,1,29,117.0,F#,Minor,77.0,69.0,58.0,39.0,0.0,26.0,5.0,2023-04-30,1
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629,15,26,30,6,0,80.0,Unknown,Major,52.0,57.0,48.0,86.0,0.0,15.0,39.0,2023-02-24,0
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,46,5,51,0,20,98.0,F,Major,44.0,36.0,41.0,50.0,0.0,38.0,5.0,2023-04-07,0
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178.0,C#,Minor,79.0,58.0,78.0,34.0,0.0,11.0,25.0,2023-02-02,1
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,48,0,6,148.0,A,Major,51.0,27.0,33.0,48.0,0.0,22.0,3.0,2022-04-08,0
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,15,93,30,0,320,120.0,D,Major,77.0,94.0,66.0,65.0,0.0,38.0,3.0,2023-02-24,0
I AM,IVE,1,2023,4,10,366,15,123132751,16,102,7,0,55,122.0,E,Minor,68.0,38.0,88.0,1.0,0.0,8.0,5.0,2023-04-10,1
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518,0,0,6,0,0,144.0,F,Major,74.0,75.0,73.0,42.0,0.0,9.0,4.0,1997-01-01,0
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,33,96.0,D,Major,93.0,47.0,47.0,33.0,0.0,10.0,36.0,2023-03-04,0
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,9,0,55,137.0,G#,Major,77.0,35.0,88.0,16.0,0.0,17.0,9.0,2023-04-24,0
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,21,4,13,0,4,121.0,F#,Minor,94.0,71.0,61.0,12.0,0.0,53.0,42.0,2022-04-22,1
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,28,0,0,119.0,A,Minor,60.0,10.0,57.0,1.0,0.0,50.0,3.0,2023-04-21,1
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616,26,6,19,0,5,96.0,D,Major,72.0,40.0,47.0,71.0,0.0,13.0,4.0,2019-08-23,0
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,20,111.0,C#,Major,87.0,53.0,52.0,66.0,1.0,11.0,5.0,2022-04-21,0
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,0,0,0,148.0,A,Major,90.0,74.0,68.0,14.0,0.0,10.0,19.0,2023-04-14,0
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,37,182.0,A,Major,57.0,80.0,59.0,8.0,0.0,6.0,5.0,2023-02-03,0
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,234,71,543,18,0,141.0,D,Major,79.0,82.0,86.0,28.0,0.0,4.0,9.0,2021-09-09,0
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,4,145.0,E,Minor,76.0,80.0,81.0,19.0,0.0,6.0,9.0,2022-12-30,1
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110.0,B,Minor,76.0,26.0,70.0,1.0,0.0,41.0,6.0,2023-04-25,1
Komang,Raim Laode,1,2022,8,16,158,4,137123880,5,6,1,1,18,134.0,G,Major,70.0,35.0,41.0,41.0,0.0,10.0,3.0,2022-08-16,0
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,422,15,55,130.0,G,Major,92.0,78.0,62.0,18.0,0.0,6.0,10.0,2022-07-28,0
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,16,145.0,A#,Major,84.0,88.0,53.0,35.0,0.0,8.0,7.0,2022-10-21,0
